-134.623955404471,-122.922912412996,-147.207146507758,-129.212792069577,-140.885136343021
-145.399332245544,-146.0737924609,-145.217980353943,-145.402169602309,-145.417177692823
-196.846362345158,-188.176552071535,-189.871105506763,-191.333873872244,-198.980430513235
-186.88065541237,-184.421366998815,-185.355718352955,-178.273552268503,-232.161159417616
-113.905235099324,-114.016964613151,-113.287806421759,-111.410085288652,-113.446839962563
-132.537934364787,-130.392913303678,-127.636694675097,-130.84486383482,-130.729385419306
-226.71495561628,-226.338434804336,-225.437872468238,-225.00865804796,-227.527587718217
-104.9439548713,-106.388912279281,-105.688198922107,-105.073378630472,-103.721927431164
-167.270533381392,-170.578358391645,-200.367740168055,-169.545627090422,-173.219705692333
-155.217339781007,-152.380339726543,-145.329758373396,-147.262766313408,-152.221485264079
-234.050649480802,-234.977458334881,-227.676659412226,-227.638986622515,-242.844393873899
-106.27654965905,-103.304262897112,-95.0588957024028,-95.2244353113912,-116.742538419695
-240.912139810858,-241.394323017305,-241.456251553135,-241.393172881141,-243.167529211762
-237.473553605149,-234.308321539684,-219.912762646942,-218.397442362762,-249.601234374544
-238.222100354728,-235.218422828967,-238.597125612617,-231.033832682435,-241.144202970646
-253.383763471829,-261.019845810697,-272.746956519538,-248.488797684893,-261.085333003184
-18.8765467981456,-21.6259554223157,-19.8657465559139,-21.9794993550056,-21.589188324011
-236.548934661583,-235.756466422168,-210.417302591024,-209.426043525501,-248.905974113074
-162.581964490955,-158.116281750758,-166.84618404233,-157.514306356545,-166.110864388545
-175.257504842588,-173.412123712405,-178.402263083038,-169.315516143844,-182.751743975633
-227.631761784721,-227.77422361091,-227.130628244355,-227.690713049571,-226.846403321712
-212.872562122399,-226.294891624437,-215.752186839445,-194.511508984965,-246.579021994428
-158.334706989845,-158.485827570324,-180.100800827079,-157.159155750483,-185.537921414077
-13.2376470368693,-14.0402614834493,-11.2531658680875,-10.8740064248829,-14.366777776518
-191.501679727158,-191.83540867255,-192.846013855959,-176.648636606869,-218.659917878877
-227.084995036248,-232.063114541243,-238.817663322169,-221.922828225879,-242.583942888608
-0.114835390531819,-0.119284053408155,-0.126688568191539,-0.127128675312465,-0.124434710724294
-126.564052258632,-128.552844657704,-139.706659146891,-126.096476305045,-128.289845854837
-182.507456777668,-180.375391794271,-239.838432624627,-181.616249712353,-184.695749218011
-74.4197622640142,-76.0703040219623,-70.5472468520621,-71.3121617550299,-77.2790070135483
-139.683082239687,-129.614586296532,-137.122374238815,-132.275974574016,-144.823079782491
-295.131381394952,-331.368624498284,-261.960043094394,-228.551430841204,-377.804385972782
-146.092032024401,-151.346336337208,-146.555273513079,-138.852692705674,-160.811425780378
-208.230042870599,-208.403694317651,-207.308603759666,-207.644886620612,-209.479102217397
-0.117017182780696,-0.125209104626616,-0.125715776498594,-0.116435522202679,-0.131806793415362
-121.532623057276,-123.661182523726,-124.929868277658,-122.226381100722,-123.699812629486
-190.988447725858,-194.905872550671,-194.269512875681,-185.388192720968,-213.363466841056
-195.495937554353,-195.145211617301,-208.246508253756,-193.952441305634,-202.622155102303
